iter	Logloss
243	0.05618279151
244	0.05600398695
245	0.05596994409
246	0.05588346366
247	0.05577823933
248	0.05573650942
249	0.05543877415
250	0.05530666708
251	0.05520483337
252	0.05496907427
253	0.05492189165
254	0.05476142964
255	0.0546987501
256	0.05466642262
257	0.054319335
258	0.05419517617
259	0.05409190869
260	0.05404666043
261	0.05395004591
262	0.0539252322
263	0.05389308089
264	0.05386742578
265	0.0537996712
266	0.05368577208
267	0.0535390102
268	0.05350944712
269	0.05345935767
270	0.05340845058
271	0.05333557511
272	0.05330243717
273	0.05327728767
274	0.05325396311
275	0.05316672296
276	0.05299105311
277	0.05291981971
278	0.05288133923
279	0.05267746357
280	0.05261815111
281	0.05236804043
282	0.05230546531
283	0.05222323265
284	0.0521862985
285	0.05207078969
286	0.05199094437
287	0.05192451544
288	0.05161553428
289	0.05157115005
290	0.0515417903
291	0.05140900173
292	0.05138309639
293	0.05124232339
294	0.05117935151
295	0.05115203211
296	0.05112145595
297	0.0510892485
298	0.05089699056
299	0.05076452447
300	0.05068401919
301	0.05065686996
302	0.05062468539
303	0.05058487194
304	0.05055589223
305	0.05050600025
306	0.0504338221
307	0.0503873341
308	0.05033152752
309	0.05024493119
310	0.05019872818
311	0.05015858387
312	0.05012929425
313	0.05007499049
314	0.0500154748
315	0.04996274016
316	0.04994415955
317	0.04993339387
318	0.04990742565
319	0.04984111694
320	0.04979998386
321	0.04956949306
322	0.04947877479
323	0.0493937999
324	0.04937005946
325	0.04933112175
326	0.04921269995
327	0.0491719892
328	0.0491520561
329	0.04913347154
330	0.0490767416
331	0.04905973392
332	0.04897491928
333	0.04889470807
334	0.04875856366
335	0.04848143828
336	0.04841110604
337	0.04836419137
338	0.04829014571
339	0.04811332694
340	0.04809222839
341	0.04797822502
342	0.04791302215
343	0.04788278526
344	0.04783012273
345	0.04764355518
346	0.04761318723
347	0.04759063395
348	0.04755248945
349	0.0475091549
350	0.04746789846
351	0.04744879063
352	0.04742421349
353	0.04740362099
354	0.04732269186
355	0.04728973153
356	0.04712466471
357	0.04699241776
358	0.04697188498
359	0.04692951213
360	0.04689526905
361	0.04686291108
362	0.04680571465
363	0.04678419409
364	0.04674961936
365	0.04672832774
366	0.04671152448
367	0.04667824141
368	0.04666326143
369	0.04658312251
370	0.04647160842
371	0.04637844355
372	0.04635183522
373	0.04631843952
374	0.04626592703
375	0.04621868444
376	0.04620413967
377	0.04618699976
378	0.0461614965
379	0.04610245286
380	0.04600760801
381	0.04597689242
382	0.04591727054
383	0.04589379497
384	0.04586377433
385	0.04583637498
386	0.04577194048
387	0.04573544458
388	0.04571539824
389	0.04567924321
390	0.04556059701
391	0.04553686803
392	0.04551210137
393	0.04548602331
394	0.04542189599
395	0.04529565902
396	0.04524842992
397	0.04521944714
398	0.04518714993
399	0.04514473976
400	0.04512637482
401	0.04504690858
402	0.04496154817
403	0.04491921607
404	0.04489802072
405	0.04484187593
406	0.04477529681
407	0.04474725364
408	0.04471043354
409	0.04464304334
410	0.04461861596
411	0.04457232174
412	0.04453490984
413	0.04447263479
414	0.04435722457
415	0.04432279408
416	0.04430240018
417	0.04424353581
418	0.04420724072
419	0.04418625813
420	0.04415531665
421	0.04413911287
422	0.04412641588
423	0.0441139842
424	0.04410675938
425	0.04406250683
426	0.04404009619
427	0.04401949686
428	0.04399143322
429	0.04396786328
430	0.04392070849
431	0.04390726669
432	0.04382809791
433	0.04370683568
434	0.04368150446
435	0.04361730442
436	0.04359664322
437	0.04357363124
438	0.04356178893
439	0.04347754032
440	0.04345767126
441	0.04342903381
442	0.04341135547
443	0.04337916976
444	0.04326973087
445	0.04320958714
446	0.04319646769
447	0.04311613388
448	0.04308546149
449	0.04306186873
450	0.04304191681
451	0.04302874406
452	0.04297161693
453	0.04295883618
454	0.04295180393
455	0.04294121616
456	0.04291634819
457	0.04287511024
458	0.04285452213
459	0.04284553145
460	0.04281331777
461	0.04278796596
462	0.04272540965
463	0.04269157664
464	0.04266535289
465	0.04265056931
466	0.04260774663
467	0.04258278872
468	0.0425707117
469	0.042556769
470	0.04249736626
471	0.0424731561
472	0.04245855944
473	0.0424392843
474	0.04238148886
475	0.04236414222
476	0.04231117314
477	0.04228952815
478	0.04226018831
479	0.04219570649
480	0.04214979409
481	0.042078471
482	0.04205629715
483	0.04204297447
484	0.04197710042
485	0.04195575365
486	0.04194074193
487	0.04192722954
488	0.04191347599
489	0.04189222197
490	0.0418685447
491	0.04185252866
492	0.04183356197
493	0.04180077754
494	0.04178307787
495	0.04177076142
496	0.0417545506
497	0.04171257508
498	0.04169735743
499	0.04167971979
500	0.04164651113
501	0.04162520569
502	0.04158629952
503	0.0415614211
504	0.04154055268
505	0.04148871152
506	0.04143406501
507	0.0414149265
508	0.04139006605
509	0.04137792799
510	0.04136370173
511	0.04132935145
512	0.04131761354
513	0.04130816399
514	0.041298039
515	0.04128266538
516	0.04126934545
517	0.04124200075
518	0.0411901025
519	0.04112520206
520	0.04109466593
521	0.04108118433
522	0.04105507058
523	0.04104483305
524	0.04102940615
525	0.04101541544
526	0.04099887036
527	0.04095139767
528	0.04094050112
529	0.04093090052
530	0.04091586884
531	0.04088976094
532	0.04085455655
533	0.04082005917
534	0.04079960236
535	0.04077237479
536	0.04076283449
537	0.04075556005
538	0.04073705837
539	0.04073162619
540	0.04068469892
541	0.04066524654
542	0.0406478939
543	0.0406094637
544	0.04059172841
545	0.0405730833
546	0.04053568206
547	0.04039678554
548	0.04037319388
549	0.04033145216
550	0.04031410768
551	0.04030657355
552	0.04028515873
553	0.04023721632
554	0.04020790506
555	0.04019463002
556	0.04017382823
557	0.04015317087
558	0.04013878621
559	0.0401251432
560	0.04011318354
561	0.0400977714
562	0.04008417291
563	0.04006169039
564	0.04000224706
565	0.03996669063
566	0.03991565562
567	0.03987819993
568	0.03985052617
569	0.03980839153
570	0.03974227985
571	0.03972095359
572	0.03969927934
573	0.03967659963
574	0.03967016021
575	0.03965188827
576	0.039626331
577	0.03961092014
578	0.03960211899
579	0.03958567059
580	0.03957644584
581	0.03955766162
582	0.03953497393
583	0.03952700382
584	0.03950582715
585	0.0394894361
586	0.03945102763
587	0.03944051954
588	0.03942281029
589	0.03941302102
590	0.03940090337
591	0.03935240507
592	0.0392846165
593	0.03927671264
594	0.03924624461
595	0.03922502611
596	0.03919960865
597	0.03918174096
598	0.03915386579
599	0.03914641453
600	0.0391256989
601	0.03910951435
602	0.03909417935
603	0.03908030404
604	0.03906172326
605	0.03905003487
606	0.03903540285
607	0.03900664961
608	0.03899500807
609	0.03898613026
610	0.03897659015
611	0.03896269076
612	0.03895820941
613	0.03893705971
614	0.03891276432
615	0.03889694586
616	0.03887988321
617	0.03883999099
618	0.03883002043
619	0.03881484867
620	0.03880141757
621	0.03875550042
622	0.03874604309
623	0.0387209565
624	0.03868346016
625	0.03866454224
626	0.03864094807
627	0.03862959108
628	0.03861785103
629	0.03860939583
630	0.03857268362
631	0.03856649675
632	0.03849682673
633	0.03848421422
634	0.03846127484
635	0.03845199032
636	0.03844409378
637	0.03843520305
638	0.03840916858
639	0.03839278105
640	0.03837013781
641	0.03834972083
642	0.03830171067
643	0.03827502475
644	0.03825943381
645	0.03822509662
646	0.03821481935
647	0.03817992396
648	0.03816833808
649	0.03814958177
650	0.03812077226
651	0.03811410516
652	0.03804400706
653	0.03799281184
654	0.03797754819
655	0.03793962261
656	0.03792703335
657	0.0378821829
658	0.03787563123
659	0.03784773865
660	0.03782569605
661	0.03779305615
662	0.0377764152
663	0.03773046161
664	0.03771327883
665	0.03768971232
666	0.03767672292
667	0.03766059163
668	0.03764653897
669	0.03762719708
670	0.03760634038
671	0.03759967446
672	0.03754978342
673	0.03753928201
674	0.03753302942
675	0.03750884067
676	0.03750182354
677	0.03749331839
678	0.03747115541
679	0.03746329649
680	0.03745518294
681	0.03744475066
682	0.03742685992
683	0.03741271066
684	0.03738250586
685	0.03736983521
686	0.0373613499
687	0.03732951547
688	0.03732083205
689	0.03731071943
690	0.03728829921
691	0.0372759718
692	0.03726159776
693	0.03723555521
694	0.03721045246
695	0.03718785715
696	0.03715674905
697	0.0371282447
698	0.0371118321
699	0.03709606765
700	0.03707682302
701	0.0370440952
702	0.03703323713
703	0.03700217402
704	0.03698875054
705	0.03696643207
706	0.0369531111
707	0.03692740017
708	0.03691457856
709	0.03689429706
710	0.03688219788
711	0.03686919639
712	0.03686540148
713	0.03683992495
714	0.0368109675
715	0.03679368544
716	0.03678722163
717	0.03675498931
718	0.03673729939
719	0.0367306327
720	0.03672206611
721	0.03668060665
722	0.03666726965
723	0.03664376594
724	0.03661890113
725	0.03659526345
726	0.03656825691
727	0.03651840134
728	0.03649952675
729	0.03648105473
730	0.03646451268
731	0.03645402255
732	0.03643666918
733	0.03641833284
734	0.03641309906
735	0.03639801655
736	0.03639526161
737	0.03638858362
738	0.0363795299
739	0.03635851719
740	0.03632722333
741	0.03630675074
742	0.03629926167
743	0.0362949124
744	0.036281299
745	0.03626436443
746	0.03625738697
747	0.03625178499
748	0.03622924141
749	0.03620988822
750	0.03619643241
751	0.03617801462
752	0.03615359882
753	0.03614873999
754	0.03612682847
755	0.03611619178
756	0.03610323365
757	0.03609312671
758	0.03607949225
759	0.03606682892
760	0.03605363164
761	0.03603560491
762	0.03601903465
763	0.03600905827
764	0.03600261912
765	0.03598780446
766	0.03597625143
767	0.03596372024
768	0.03595586852
769	0.03594423801
770	0.03591583796
771	0.03587557528
772	0.03587130855
773	0.03585650187
774	0.0358309476
775	0.03582199812
776	0.03580329072
777	0.03579956914
778	0.03579197609
779	0.03576090463
780	0.03573907012
781	0.03570408883
782	0.03569486131
783	0.03568084038
784	0.03566949198
785	0.03566309288
786	0.03564986121
787	0.03563822981
788	0.03559746098
789	0.03557710427
790	0.03556589498
791	0.03555834747
792	0.03553956016
793	0.0355310057
794	0.0355029617
795	0.03544332046
796	0.03540643485
797	0.03537997121
798	0.03536123482
799	0.03534555992
800	0.03534000334
801	0.03533123469
802	0.03532787944
803	0.03531501169
804	0.03529329773
805	0.03525701171
806	0.03524141572
807	0.03523096214
808	0.03521774802
809	0.03520326367
810	0.03519313518
811	0.0351844277
812	0.03514286311
813	0.03512861551
814	0.03511889579
815	0.03509608085
816	0.03508267337
817	0.0350763983
818	0.03505951345
819	0.03504542453
820	0.03502156878
821	0.03500043484
822	0.03498666574
823	0.03497078545
824	0.03496001736
825	0.03494620339
826	0.03493287259
827	0.03492104194
828	0.03491131607
829	0.0348902479
830	0.03488159607
831	0.03487859464
832	0.03486807375
833	0.03480068424
834	0.03478628774
835	0.03476425648
836	0.03474567736
837	0.03473097555
838	0.03471944216
839	0.03470072177
840	0.03468406646
841	0.03464884992
842	0.03463467614
843	0.03461274486
844	0.03460434354
845	0.03459721963
846	0.03458825474
847	0.03456571976
848	0.03454415661
849	0.03453740235
850	0.03451419144
851	0.03450026738
852	0.03448215786
853	0.03446240549
854	0.03445315591
855	0.03443209613
856	0.03440191884
857	0.03438638123
858	0.03436302549
859	0.0343554604
860	0.0343186811
861	0.03431197102
862	0.03429031957
863	0.03428186173
864	0.03426443764
865	0.03425728317
866	0.03424741027
867	0.03424033523
868	0.03421916032
869	0.03420579769
870	0.03418404997
871	0.03417144707
872	0.0341577397
873	0.03415142366
874	0.03413319528
875	0.03410749167
876	0.03409156537
877	0.0340819576
878	0.03406619018
879	0.03405810894
880	0.03404599272
881	0.03401620496
882	0.03400929584
883	0.0340070673
884	0.03398155074
885	0.03397674214
886	0.03397379782
887	0.03396184631
888	0.03395651644
889	0.03393848513
890	0.03392882142
891	0.0338950291
892	0.0338910618
893	0.03387346722
894	0.03386140451
895	0.03383788101
896	0.03382570829
897	0.03381533155
898	0.0338048899
899	0.03379399008
900	0.03378004495
901	0.03376250001
902	0.03375878263
903	0.03374955366
904	0.03374572213
905	0.03372902426
906	0.0337175111
907	0.03370405438
908	0.03369421546
909	0.0336777966
910	0.03367209522
911	0.03365138571
912	0.03364017371
913	0.0336147653
914	0.03360666084
915	0.03359508346
916	0.03357954521
917	0.03356898932
918	0.03355272818
919	0.03353594532
920	0.03352560984
921	0.03351677314
922	0.03350611648
923	0.03349985972
924	0.03349136435
925	0.03348265087
926	0.03347368985
927	0.03346258786
928	0.03345063495
929	0.03344060116
930	0.03341239113
931	0.03339659282
932	0.03335341706
933	0.03333913213
934	0.0333236848
935	0.03330952649
936	0.03330103171
937	0.03328256558
938	0.03326809658
939	0.03325704598
940	0.03324433723
941	0.03322803718
942	0.03322096394
943	0.03321085783
944	0.03320218858
945	0.03319291017
946	0.03317812597
947	0.03316102294
948	0.03315054935
949	0.03314533769
950	0.03313162824
951	0.03312097951
952	0.03311430788
953	0.03310346853
954	0.03308913698
955	0.03307677391
956	0.03307062909
957	0.03306512732
958	0.03304891643
959	0.03304119861
960	0.03303043877
961	0.03302347374
962	0.03300107116
963	0.03299411952
964	0.03296925873
965	0.03295516866
966	0.03294844555
967	0.03292507807
968	0.03291655463
969	0.03290603793
970	0.03289869236
971	0.0328929598
972	0.03286400532
973	0.03284584406
974	0.03282821664
975	0.03281511016
976	0.03280669038
977	0.03279528067
978	0.03278487094
979	0.03277509509
980	0.03275675749
981	0.03274237655
982	0.03273638191
983	0.03272747408
984	0.03271433942
985	0.03270604098
986	0.03270318206
987	0.0326936551
988	0.03267533486
989	0.03266511024
990	0.03264951426
991	0.03261058552
992	0.03259316418
993	0.03258131501
994	0.03257237204
995	0.03256777486
996	0.03256207774
997	0.032560279
998	0.03252726468
999	0.03251405256
